Date_ID,Year,Month,Quarter,Day_Name,Week_Number,Is_Weekend,Financial_Year
2023-03-02,2023,3,1,Thursday,9,False,FY23
2023-03-03,2023,3,1,Friday,9,False,FY23
2023-03-04,2023,3,1,Saturday,9,True,FY23
2023-03-05,2023,3,1,Sunday,9,True,FY23
2023-03-06,2023,3,1,Monday,10,False,FY23
2023-03-07,2023,3,1,Tuesday,10,False,FY23
2023-03-08,2023,3,1,Wednesday,10,False,FY23
2023-03-09,2023,3,1,Thursday,10,False,FY23
2023-03-10,2023,3,1,Friday,10,False,FY23
2023-03-11,2023,3,1,Saturday,10,True,FY23
2023-03-12,2023,3,1,Sunday,10,True,FY23
2023-03-13,2023,3,1,Monday,11,False,FY23
2023-03-14,2023,3,1,Tuesday,11,False,FY23
2023-03-15,2023,3,1,Wednesday,11,False,FY23
2023-03-16,2023,3,1,Thursday,11,False,FY23
2023-03-17,2023,3,1,Friday,11,False,FY23
2023-03-18,2023,3,1,Saturday,11,True,FY23
2023-03-19,2023,3,1,Sunday,11,True,FY23
2023-03-20,2023,3,1,Monday,12,False,FY23
2023-03-21,2023,3,1,Tuesday,12,False,FY23
2023-03-22,2023,3,1,Wednesday,12,False,FY23
2023-03-23,2023,3,1,Thursday,12,False,FY23
2023-03-24,2023,3,1,Friday,12,False,FY23
2023-03-25,2023,3,1,Saturday,12,True,FY23
2023-03-26,2023,3,1,Sunday,12,True,FY23
2023-03-27,2023,3,1,Monday,13,False,FY23
2023-03-28,2023,3,1,Tuesday,13,False,FY23
2023-03-29,2023,3,1,Wednesday,13,False,FY23
2023-03-30,2023,3,1,Thursday,13,False,FY23
2023-03-31,2023,3,1,Friday,13,False,FY23
2023-04-01,2023,4,2,Saturday,13,True,FY23
2023-04-02,2023,4,2,Sunday,13,True,FY23
2023-04-03,2023,4,2,Monday,14,False,FY23
2023-04-04,2023,4,2,Tuesday,14,False,FY23
2023-04-05,2023,4,2,Wednesday,14,False,FY23
2023-04-06,2023,4,2,Thursday,14,False,FY23
2023-04-07,2023,4,2,Friday,14,False,FY23
2023-04-08,2023,4,2,Saturday,14,True,FY23
2023-04-09,2023,4,2,Sunday,14,True,FY23
2023-04-10,2023,4,2,Monday,15,False,FY23
2023-04-11,2023,4,2,Tuesday,15,False,FY23
2023-04-12,2023,4,2,Wednesday,15,False,FY23
2023-04-13,2023,4,2,Thursday,15,False,FY23
2023-04-14,2023,4,2,Friday,15,False,FY23
2023-04-15,2023,4,2,Saturday,15,True,FY23
2023-04-16,2023,4,2,Sunday,15,True,FY23
2023-04-17,2023,4,2,Monday,16,False,FY23
2023-04-18,2023,4,2,Tuesday,16,False,FY23
2023-04-19,2023,4,2,Wednesday,16,False,FY23
2023-04-20,2023,4,2,Thursday,16,False,FY23
2023-04-21,2023,4,2,Friday,16,False,FY23
2023-04-22,2023,4,2,Saturday,16,True,FY23
2023-04-23,2023,4,2,Sunday,16,True,FY23
2023-04-24,2023,4,2,Monday,17,False,FY23
2023-04-25,2023,4,2,Tuesday,17,False,FY23
2023-04-26,2023,4,2,Wednesday,17,False,FY23
2023-04-27,2023,4,2,Thursday,17,False,FY23
2023-04-28,2023,4,2,Friday,17,False,FY23
2023-04-29,2023,4,2,Saturday,17,True,FY23
2023-04-30,2023,4,2,Sunday,17,True,FY23
2023-05-01,2023,5,2,Monday,18,False,FY23
2023-05-02,2023,5,2,Tuesday,18,False,FY23
2023-05-03,2023,5,2,Wednesday,18,False,FY23
2023-05-04,2023,5,2,Thursday,18,False,FY23
2023-05-05,2023,5,2,Friday,18,False,FY23
2023-05-06,2023,5,2,Saturday,18,True,FY23
2023-05-07,2023,5,2,Sunday,18,True,FY23
2023-05-08,2023,5,2,Monday,19,False,FY23
2023-05-09,2023,5,2,Tuesday,19,False,FY23
2023-05-10,2023,5,2,Wednesday,19,False,FY23
2023-05-11,2023,5,2,Thursday,19,False,FY23
2023-05-12,2023,5,2,Friday,19,False,FY23
2023-05-13,2023,5,2,Saturday,19,True,FY23
2023-05-14,2023,5,2,Sunday,19,True,FY23
2023-05-15,2023,5,2,Monday,20,False,FY23
2023-05-16,2023,5,2,Tuesday,20,False,FY23
2023-05-17,2023,5,2,Wednesday,20,False,FY23
2023-05-18,2023,5,2,Thursday,20,False,FY23
2023-05-19,2023,5,2,Friday,20,False,FY23
2023-05-20,2023,5,2,Saturday,20,True,FY23
2023-05-21,2023,5,2,Sunday,20,True,FY23
2023-05-22,2023,5,2,Monday,21,False,FY23
2023-05-23,2023,5,2,Tuesday,21,False,FY23
2023-05-24,2023,5,2,Wednesday,21,False,FY23
2023-05-25,2023,5,2,Thursday,21,False,FY23
2023-05-26,2023,5,2,Friday,21,False,FY23
2023-05-27,2023,5,2,Saturday,21,True,FY23
2023-05-28,2023,5,2,Sunday,21,True,FY23
2023-05-29,2023,5,2,Monday,22,False,FY23
2023-05-30,2023,5,2,Tuesday,22,False,FY23
2023-05-31,2023,5,2,Wednesday,22,False,FY23
2023-06-01,2023,6,2,Thursday,22,False,FY23
2023-06-02,2023,6,2,Friday,22,False,FY23
2023-06-03,2023,6,2,Saturday,22,True,FY23
2023-06-04,2023,6,2,Sunday,22,True,FY23
2023-06-05,2023,6,2,Monday,23,False,FY23
2023-06-06,2023,6,2,Tuesday,23,False,FY23
2023-06-07,2023,6,2,Wednesday,23,False,FY23
2023-06-08,2023,6,2,Thursday,23,False,FY23
2023-06-09,2023,6,2,Friday,23,False,FY23
2023-06-10,2023,6,2,Saturday,23,True,FY23
2023-06-11,2023,6,2,Sunday,23,True,FY23
2023-06-12,2023,6,2,Monday,24,False,FY23
2023-06-13,2023,6,2,Tuesday,24,False,FY23
2023-06-14,2023,6,2,Wednesday,24,False,FY23
2023-06-15,2023,6,2,Thursday,24,False,FY23
2023-06-16,2023,6,2,Friday,24,False,FY23
2023-06-17,2023,6,2,Saturday,24,True,FY23
2023-06-18,2023,6,2,Sunday,24,True,FY23
2023-06-19,2023,6,2,Monday,25,False,FY23
2023-06-20,2023,6,2,Tuesday,25,False,FY23
2023-06-21,2023,6,2,Wednesday,25,False,FY23
2023-06-22,2023,6,2,Thursday,25,False,FY23
2023-06-23,2023,6,2,Friday,25,False,FY23
2023-06-24,2023,6,2,Saturday,25,True,FY23
2023-06-25,2023,6,2,Sunday,25,True,FY23
2023-06-26,2023,6,2,Monday,26,False,FY23
2023-06-27,2023,6,2,Tuesday,26,False,FY23
2023-06-28,2023,6,2,Wednesday,26,False,FY23
2023-06-29,2023,6,2,Thursday,26,False,FY23
2023-06-30,2023,6,2,Friday,26,False,FY23
2023-07-01,2023,7,3,Saturday,26,True,FY23
2023-07-02,2023,7,3,Sunday,26,True,FY23
2023-07-03,2023,7,3,Monday,27,False,FY23
2023-07-04,2023,7,3,Tuesday,27,False,FY23
2023-07-05,2023,7,3,Wednesday,27,False,FY23
2023-07-06,2023,7,3,Thursday,27,False,FY23
2023-07-07,2023,7,3,Friday,27,False,FY23
2023-07-08,2023,7,3,Saturday,27,True,FY23
2023-07-09,2023,7,3,Sunday,27,True,FY23
2023-07-10,2023,7,3,Monday,28,False,FY23
2023-07-11,2023,7,3,Tuesday,28,False,FY23
2023-07-12,2023,7,3,Wednesday,28,False,FY23
2023-07-13,2023,7,3,Thursday,28,False,FY23
2023-07-14,2023,7,3,Friday,28,False,FY23
2023-07-15,2023,7,3,Saturday,28,True,FY23
2023-07-16,2023,7,3,Sunday,28,True,FY23
2023-07-17,2023,7,3,Monday,29,False,FY23
2023-07-18,2023,7,3,Tuesday,29,False,FY23
2023-07-19,2023,7,3,Wednesday,29,False,FY23
2023-07-20,2023,7,3,Thursday,29,False,FY23
2023-07-21,2023,7,3,Friday,29,False,FY23
2023-07-22,2023,7,3,Saturday,29,True,FY23
2023-07-23,2023,7,3,Sunday,29,True,FY23
2023-07-24,2023,7,3,Monday,30,False,FY23
2023-07-25,2023,7,3,Tuesday,30,False,FY23
2023-07-26,2023,7,3,Wednesday,30,False,FY23
2023-07-27,2023,7,3,Thursday,30,False,FY23
2023-07-28,2023,7,3,Friday,30,False,FY23
2023-07-29,2023,7,3,Saturday,30,True,FY23
2023-07-30,2023,7,3,Sunday,30,True,FY23
2023-07-31,2023,7,3,Monday,31,False,FY23
2023-08-01,2023,8,3,Tuesday,31,False,FY23
2023-08-02,2023,8,3,Wednesday,31,False,FY23
2023-08-03,2023,8,3,Thursday,31,False,FY23
2023-08-04,2023,8,3,Friday,31,False,FY23
2023-08-05,2023,8,3,Saturday,31,True,FY23
2023-08-06,2023,8,3,Sunday,31,True,FY23
2023-08-07,2023,8,3,Monday,32,False,FY23
2023-08-08,2023,8,3,Tuesday,32,False,FY23
2023-08-09,2023,8,3,Wednesday,32,False,FY23
2023-08-10,2023,8,3,Thursday,32,False,FY23
2023-08-11,2023,8,3,Friday,32,False,FY23
2023-08-12,2023,8,3,Saturday,32,True,FY23
2023-08-13,2023,8,3,Sunday,32,True,FY23
2023-08-14,2023,8,3,Monday,33,False,FY23
2023-08-15,2023,8,3,Tuesday,33,False,FY23
2023-08-16,2023,8,3,Wednesday,33,False,FY23
2023-08-17,2023,8,3,Thursday,33,False,FY23
2023-08-18,2023,8,3,Friday,33,False,FY23
2023-08-19,2023,8,3,Saturday,33,True,FY23
2023-08-20,2023,8,3,Sunday,33,True,FY23
2023-08-21,2023,8,3,Monday,34,False,FY23
2023-08-22,2023,8,3,Tuesday,34,False,FY23
2023-08-23,2023,8,3,Wednesday,34,False,FY23
2023-08-24,2023,8,3,Thursday,34,False,FY23
2023-08-25,2023,8,3,Friday,34,False,FY23
2023-08-26,2023,8,3,Saturday,34,True,FY23
2023-08-27,2023,8,3,Sunday,34,True,FY23
2023-08-28,2023,8,3,Monday,35,False,FY23
2023-08-29,2023,8,3,Tuesday,35,False,FY23
2023-08-30,2023,8,3,Wednesday,35,False,FY23
2023-08-31,2023,8,3,Thursday,35,False,FY23
2023-09-01,2023,9,3,Friday,35,False,FY23
2023-09-02,2023,9,3,Saturday,35,True,FY23
2023-09-03,2023,9,3,Sunday,35,True,FY23
2023-09-04,2023,9,3,Monday,36,False,FY23
2023-09-05,2023,9,3,Tuesday,36,False,FY23
2023-09-06,2023,9,3,Wednesday,36,False,FY23
2023-09-07,2023,9,3,Thursday,36,False,FY23
2023-09-08,2023,9,3,Friday,36,False,FY23
2023-09-09,2023,9,3,Saturday,36,True,FY23
2023-09-10,2023,9,3,Sunday,36,True,FY23
2023-09-11,2023,9,3,Monday,37,False,FY23
2023-09-12,2023,9,3,Tuesday,37,False,FY23
2023-09-13,2023,9,3,Wednesday,37,False,FY23
2023-09-14,2023,9,3,Thursday,37,False,FY23
2023-09-15,2023,9,3,Friday,37,False,FY23
2023-09-16,2023,9,3,Saturday,37,True,FY23
2023-09-17,2023,9,3,Sunday,37,True,FY23
2023-09-18,2023,9,3,Monday,38,False,FY23
2023-09-19,2023,9,3,Tuesday,38,False,FY23
2023-09-20,2023,9,3,Wednesday,38,False,FY23
2023-09-21,2023,9,3,Thursday,38,False,FY23
2023-09-22,2023,9,3,Friday,38,False,FY23
2023-09-23,2023,9,3,Saturday,38,True,FY23
2023-09-24,2023,9,3,Sunday,38,True,FY23
2023-09-25,2023,9,3,Monday,39,False,FY23
2023-09-26,2023,9,3,Tuesday,39,False,FY23
2023-09-27,2023,9,3,Wednesday,39,False,FY23
2023-09-28,2023,9,3,Thursday,39,False,FY23
2023-09-29,2023,9,3,Friday,39,False,FY23
2023-09-30,2023,9,3,Saturday,39,True,FY23
2023-10-01,2023,10,4,Sunday,39,True,FY23
2023-10-02,2023,10,4,Monday,40,False,FY23
2023-10-03,2023,10,4,Tuesday,40,False,FY23
2023-10-04,2023,10,4,Wednesday,40,False,FY23
2023-10-05,2023,10,4,Thursday,40,False,FY23
2023-10-06,2023,10,4,Friday,40,False,FY23
2023-10-07,2023,10,4,Saturday,40,True,FY23
2023-10-08,2023,10,4,Sunday,40,True,FY23
2023-10-09,2023,10,4,Monday,41,False,FY23
2023-10-10,2023,10,4,Tuesday,41,False,FY23
2023-10-11,2023,10,4,Wednesday,41,False,FY23
2023-10-12,2023,10,4,Thursday,41,False,FY23
2023-10-13,2023,10,4,Friday,41,False,FY23
2023-10-14,2023,10,4,Saturday,41,True,FY23
2023-10-15,2023,10,4,Sunday,41,True,FY23
2023-10-16,2023,10,4,Monday,42,False,FY23
2023-10-17,2023,10,4,Tuesday,42,False,FY23
2023-10-18,2023,10,4,Wednesday,42,False,FY23
2023-10-19,2023,10,4,Thursday,42,False,FY23
2023-10-20,2023,10,4,Friday,42,False,FY23
2023-10-21,2023,10,4,Saturday,42,True,FY23
2023-10-22,2023,10,4,Sunday,42,True,FY23
2023-10-23,2023,10,4,Monday,43,False,FY23
2023-10-24,2023,10,4,Tuesday,43,False,FY23
2023-10-25,2023,10,4,Wednesday,43,False,FY23
2023-10-26,2023,10,4,Thursday,43,False,FY23
2023-10-27,2023,10,4,Friday,43,False,FY23
2023-10-28,2023,10,4,Saturday,43,True,FY23
2023-10-29,2023,10,4,Sunday,43,True,FY23
2023-10-30,2023,10,4,Monday,44,False,FY23
2023-10-31,2023,10,4,Tuesday,44,False,FY23
2023-11-01,2023,11,4,Wednesday,44,False,FY23
2023-11-02,2023,11,4,Thursday,44,False,FY23
2023-11-03,2023,11,4,Friday,44,False,FY23
2023-11-04,2023,11,4,Saturday,44,True,FY23
2023-11-05,2023,11,4,Sunday,44,True,FY23
2023-11-06,2023,11,4,Monday,45,False,FY23
2023-11-07,2023,11,4,Tuesday,45,False,FY23
2023-11-08,2023,11,4,Wednesday,45,False,FY23
2023-11-09,2023,11,4,Thursday,45,False,FY23
2023-11-10,2023,11,4,Friday,45,False,FY23
2023-11-11,2023,11,4,Saturday,45,True,FY23
2023-11-12,2023,11,4,Sunday,45,True,FY23
2023-11-13,2023,11,4,Monday,46,False,FY23
2023-11-14,2023,11,4,Tuesday,46,False,FY23
2023-11-15,2023,11,4,Wednesday,46,False,FY23
2023-11-16,2023,11,4,Thursday,46,False,FY23
2023-11-17,2023,11,4,Friday,46,False,FY23
2023-11-18,2023,11,4,Saturday,46,True,FY23
2023-11-19,2023,11,4,Sunday,46,True,FY23
2023-11-20,2023,11,4,Monday,47,False,FY23
2023-11-21,2023,11,4,Tuesday,47,False,FY23
2023-11-22,2023,11,4,Wednesday,47,False,FY23
2023-11-23,2023,11,4,Thursday,47,False,FY23
2023-11-24,2023,11,4,Friday,47,False,FY23
2023-11-25,2023,11,4,Saturday,47,True,FY23
2023-11-26,2023,11,4,Sunday,47,True,FY23
2023-11-27,2023,11,4,Monday,48,False,FY23
2023-11-28,2023,11,4,Tuesday,48,False,FY23
2023-11-29,2023,11,4,Wednesday,48,False,FY23
2023-11-30,2023,11,4,Thursday,48,False,FY23
2023-12-01,2023,12,4,Friday,48,False,FY23
2023-12-02,2023,12,4,Saturday,48,True,FY23
2023-12-03,2023,12,4,Sunday,48,True,FY23
2023-12-04,2023,12,4,Monday,49,False,FY23
2023-12-05,2023,12,4,Tuesday,49,False,FY23
2023-12-06,2023,12,4,Wednesday,49,False,FY23
2023-12-07,2023,12,4,Thursday,49,False,FY23
2023-12-08,2023,12,4,Friday,49,False,FY23
2023-12-09,2023,12,4,Saturday,49,True,FY23
2023-12-10,2023,12,4,Sunday,49,True,FY23
2023-12-11,2023,12,4,Monday,50,False,FY23
2023-12-12,2023,12,4,Tuesday,50,False,FY23
2023-12-13,2023,12,4,Wednesday,50,False,FY23
2023-12-14,2023,12,4,Thursday,50,False,FY23
2023-12-15,2023,12,4,Friday,50,False,FY23
2023-12-16,2023,12,4,Saturday,50,True,FY23
2023-12-17,2023,12,4,Sunday,50,True,FY23
2023-12-18,2023,12,4,Monday,51,False,FY23
2023-12-19,2023,12,4,Tuesday,51,False,FY23
2023-12-20,2023,12,4,Wednesday,51,False,FY23
2023-12-21,2023,12,4,Thursday,51,False,FY23
2023-12-22,2023,12,4,Friday,51,False,FY23
2023-12-23,2023,12,4,Saturday,51,True,FY23
2023-12-24,2023,12,4,Sunday,51,True,FY23
2023-12-25,2023,12,4,Monday,52,False,FY23
2023-12-26,2023,12,4,Tuesday,52,False,FY23
2023-12-27,2023,12,4,Wednesday,52,False,FY23
2023-12-28,2023,12,4,Thursday,52,False,FY23
2023-12-29,2023,12,4,Friday,52,False,FY23
2023-12-30,2023,12,4,Saturday,52,True,FY23
2023-12-31,2023,12,4,Sunday,52,True,FY23
