Customer_ID,Customer_Name,Segment,Customer_Age_Group,Gender,Loyalty_Status,Join_Date
CUST201,Customer_201,Home Office,18-25,Male,Bronze,2019-08-17
CUST202,Customer_202,Home Office,41-60,Male,Bronze,2023-10-29
CUST203,Customer_203,Home Office,60+,Female,Silver,2023-04-08
CUST204,Customer_204,Consumer,41-60,Female,Bronze,2018-06-25
CUST205,Customer_205,Corporate,18-25,Male,Bronze,2022-01-18
CUST206,Customer_206,Corporate,18-25,Male,Silver,2019-03-03
CUST207,Customer_207,Corporate,60+,Female,Silver,2021-11-29
CUST208,Customer_208,Corporate,18-25,Female,Gold,2021-04-26
CUST209,Customer_209,Home Office,26-40,Male,Gold,2020-08-08
CUST210,Customer_210,Consumer,41-60,Female,Silver,2023-06-21
CUST211,Customer_211,Consumer,26-40,Female,Gold,2022-11-10
CUST212,Customer_212,Home Office,41-60,Female,Bronze,2023-01-18
CUST213,Customer_213,Consumer,18-25,Male,Gold,2020-08-27
CUST214,Customer_214,Corporate,26-40,Male,Bronze,2019-12-24
CUST215,Customer_215,Consumer,60+,Male,Gold,2022-07-15
CUST216,Customer_216,Home Office,26-40,Female,Silver,2023-07-30
CUST217,Customer_217,Consumer,26-40,Male,Silver,2018-04-27
CUST218,Customer_218,Home Office,26-40,Female,Gold,2018-01-28
CUST219,Customer_219,Home Office,26-40,Female,Bronze,2020-08-07
CUST220,Customer_220,Consumer,41-60,Female,Bronze,2018-10-07
CUST221,Customer_221,Corporate,41-60,Male,Gold,2019-03-07
CUST222,Customer_222,Consumer,18-25,Female,Bronze,2018-10-23
CUST223,Customer_223,Consumer,26-40,Male,Bronze,2020-12-26
CUST224,Customer_224,Consumer,18-25,Male,Gold,2019-09-11
CUST225,Customer_225,Corporate,41-60,Male,Gold,2023-06-02
CUST226,Customer_226,Home Office,60+,Female,Silver,2021-11-30
CUST227,Customer_227,Corporate,41-60,Female,Silver,2018-08-28
CUST228,Customer_228,Consumer,26-40,Male,Bronze,2022-04-03
CUST229,Customer_229,Consumer,26-40,Female,Gold,2020-04-23
CUST230,Customer_230,Consumer,41-60,Male,Silver,2022-03-19
CUST231,Customer_231,Corporate,18-25,Male,Gold,2023-11-02
CUST232,Customer_232,Home Office,18-25,Female,Silver,2019-01-07
CUST233,Customer_233,Consumer,26-40,Male,Bronze,2023-10-05
CUST234,Customer_234,Consumer,60+,Male,Silver,2023-08-18
CUST235,Customer_235,Home Office,18-25,Male,Gold,2023-06-06
CUST236,Customer_236,Home Office,26-40,Female,Silver,2018-06-09
CUST237,Customer_237,Home Office,26-40,Male,Silver,2020-04-27
CUST238,Customer_238,Home Office,18-25,Male,Silver,2020-07-31
CUST239,Customer_239,Corporate,18-25,Female,Bronze,2023-02-23
CUST240,Customer_240,Home Office,18-25,Male,Bronze,2021-05-07
CUST241,Customer_241,Consumer,41-60,Female,Silver,2023-02-05
CUST242,Customer_242,Home Office,60+,Female,Silver,2023-11-11
CUST243,Customer_243,Consumer,41-60,Female,Silver,2018-12-21
CUST244,Customer_244,Consumer,18-25,Male,Bronze,2019-12-29
CUST245,Customer_245,Consumer,60+,Female,Silver,2023-10-24
CUST246,Customer_246,Consumer,41-60,Male,Bronze,2019-09-22
CUST247,Customer_247,Corporate,18-25,Male,Bronze,2021-03-12
CUST248,Customer_248,Home Office,41-60,Male,Silver,2018-08-04
CUST249,Customer_249,Home Office,18-25,Female,Gold,2020-10-22
CUST250,Customer_250,Corporate,18-25,Male,Silver,2023-06-28
CUST251,Customer_251,Corporate,18-25,Female,Gold,2019-12-17
CUST252,Customer_252,Consumer,26-40,Female,Gold,2022-08-10
CUST253,Customer_253,Home Office,60+,Male,Bronze,2023-10-12
CUST254,Customer_254,Home Office,18-25,Male,Gold,2020-04-13
CUST255,Customer_255,Home Office,41-60,Female,Silver,2021-08-11
CUST256,Customer_256,Consumer,41-60,Male,Bronze,2021-04-18
CUST257,Customer_257,Home Office,18-25,Female,Gold,2021-02-08
CUST258,Customer_258,Home Office,41-60,Female,Gold,2021-10-06
CUST259,Customer_259,Corporate,41-60,Male,Silver,2022-02-14
CUST260,Customer_260,Consumer,60+,Male,Bronze,2018-11-05
CUST261,Customer_261,Consumer,26-40,Female,Bronze,2023-09-24
CUST262,Customer_262,Consumer,18-25,Male,Silver,2019-06-13
CUST263,Customer_263,Consumer,60+,Male,Silver,2021-06-29
CUST264,Customer_264,Home Office,18-25,Female,Silver,2023-06-26
CUST265,Customer_265,Corporate,18-25,Female,Bronze,2023-07-14
CUST266,Customer_266,Corporate,60+,Female,Gold,2019-06-07
CUST267,Customer_267,Consumer,18-25,Female,Silver,2023-11-22
CUST268,Customer_268,Home Office,60+,Female,Gold,2018-11-12
CUST269,Customer_269,Home Office,60+,Female,Silver,2019-07-22
CUST270,Customer_270,Corporate,60+,Female,Gold,2018-10-26
CUST271,Customer_271,Home Office,18-25,Female,Bronze,2018-03-30
CUST272,Customer_272,Corporate,18-25,Male,Gold,2018-10-02
CUST273,Customer_273,Home Office,41-60,Female,Bronze,2019-03-10
CUST274,Customer_274,Corporate,60+,Female,Silver,2018-07-31
CUST275,Customer_275,Home Office,26-40,Male,Silver,2022-04-03
CUST276,Customer_276,Consumer,60+,Female,Bronze,2018-05-16
CUST277,Customer_277,Consumer,26-40,Female,Bronze,2020-06-11
CUST278,Customer_278,Home Office,26-40,Female,Gold,2022-02-20
CUST279,Customer_279,Home Office,18-25,Male,Gold,2020-12-15
CUST280,Customer_280,Consumer,60+,Male,Gold,2021-02-28
CUST281,Customer_281,Corporate,18-25,Male,Gold,2023-12-21
CUST282,Customer_282,Home Office,60+,Male,Bronze,2018-10-14
CUST283,Customer_283,Consumer,41-60,Male,Bronze,2023-10-02
CUST284,Customer_284,Home Office,41-60,Male,Bronze,2020-09-07
CUST285,Customer_285,Consumer,41-60,Male,Bronze,2021-10-10
CUST286,Customer_286,Corporate,41-60,Female,Gold,2021-04-26
CUST287,Customer_287,Consumer,41-60,Male,Bronze,2020-01-25
CUST288,Customer_288,Consumer,41-60,Female,Bronze,2020-01-11
CUST289,Customer_289,Home Office,41-60,Male,Gold,2023-01-17
CUST290,Customer_290,Consumer,41-60,Male,Silver,2021-08-24
CUST291,Customer_291,Home Office,18-25,Female,Bronze,2020-10-26
CUST292,Customer_292,Corporate,41-60,Female,Bronze,2021-08-06
CUST293,Customer_293,Home Office,26-40,Male,Bronze,2023-12-17
CUST294,Customer_294,Consumer,41-60,Male,Gold,2022-04-17
CUST295,Customer_295,Consumer,26-40,Male,Silver,2023-05-10
CUST296,Customer_296,Consumer,41-60,Male,Bronze,2022-04-24
CUST297,Customer_297,Consumer,41-60,Male,Silver,2022-12-05
CUST298,Customer_298,Home Office,60+,Male,Silver,2023-06-06
CUST299,Customer_299,Home Office,26-40,Male,Silver,2023-12-01
CUST300,Customer_300,Consumer,18-25,Male,Bronze,2020-08-10
