Order_ID,Customer_ID,Product_ID,Region_ID,Date_ID,Sales,Quantity,Profit,Discount,Cost_Price,Selling_Price,Shipping_Cost,Order_Priority,Delivery_Days
ORD107,CUST109,PROD110,REG6,2023-01-04,2224.41,7,183.3,0.17,1116.86,2625.19,183.44,Medium,5
ORD108,CUST170,PROD142,REG9,2023-05-17,3918.49,1,61.6,0.06,2399.67,4163.04,119.35,Low,6
ORD109,CUST168,PROD136,REG4,2023-12-12,2162.21,9,549.69,0.17,2864.41,266.09,102.76,Medium,6
ORD110,CUST209,PROD129,REG14,2023-11-20,3399.5,4,156.47,0.31,1507.16,4175.26,167.46,Medium,4
ORD111,CUST251,PROD134,REG20,2023-10-09,913.59,4,774.71,0.37,685.31,4472.89,224.63,Medium,1
ORD112,CUST14,PROD142,REG16,2023-01-21,4137.89,1,607.6,0.3,1759.91,3977.44,75.29,Medium,4
ORD113,CUST26,PROD9,REG18,2023-05-09,3458.49,8,261.95,0.04,461.05,4332.91,200.12,High,6
ORD114,CUST39,PROD39,REG9,2023-10-21,3966.36,6,19.61,0.47,2399.32,3316.94,395.61,Medium,2
ORD115,CUST204,PROD195,REG4,2023-11-24,1861.47,7,299.79,0.09,2039.46,1589.4,205.26,Low,7
ORD116,CUST262,PROD188,REG2,2023-05-02,3346.49,3,617.7,0.29,2360.12,2282.38,164.48,High,7
ORD117,CUST243,PROD119,REG3,2023-12-09,1163.74,6,201.15,0.45,2005.99,3230.5,363.33,High,1
ORD118,CUST93,PROD116,REG3,2023-10-16,1182.93,9,298.17,0.49,254.45,3526.03,453.17,High,1
ORD119,CUST296,PROD111,REG7,2023-08-07,1288.04,1,982.82,0.43,1181.86,2075.27,401.59,High,6
ORD120,CUST74,PROD67,REG3,2023-10-15,1396.48,6,781.89,0.06,296.57,876.98,321.75,High,1
ORD121,CUST15,PROD6,REG14,2023-12-31,2101.22,9,238.17,0.45,2734.02,1302.03,98.65,High,7
ORD122,CUST48,PROD105,REG18,2023-12-21,4160.61,1,280.74,0.16,2884.58,3352.76,379.5,Medium,5
ORD123,CUST72,PROD154,REG2,2023-07-11,4742.36,1,688.97,0.29,2616.55,4136.66,304.35,Low,1
ORD124,CUST130,PROD7,REG9,2023-05-18,3199.04,5,973.26,0.07,908.98,2986.84,156.12,Medium,6
ORD125,CUST199,PROD16,REG10,2023-07-14,760.22,4,374.14,0.26,947.6,2509.74,250.92,Medium,5
ORD126,CUST61,PROD75,REG13,2023-09-03,2157.97,2,33.5,0.23,1912.91,1440.8,392.87,Low,7
ORD127,CUST232,PROD188,REG6,2023-09-02,4687.31,3,813.31,0.0,2597.97,402.06,128.87,High,3
ORD128,CUST272,PROD148,REG13,2023-07-24,1670.67,2,465.03,0.14,2132.79,1498.4,56.17,Low,3
ORD129,CUST123,PROD179,REG10,2023-04-25,3134.48,9,586.88,0.07,850.41,1394.46,343.11,High,5
ORD130,CUST98,PROD23,REG10,2023-03-06,4682.15,2,555.95,0.18,1527.09,4857.56,217.43,Low,1
ORD131,CUST240,PROD131,REG19,2023-02-04,2357.34,6,634.71,0.14,2396.04,361.12,227.72,Medium,6
ORD132,CUST104,PROD179,REG10,2023-05-10,2551.96,5,723.93,0.24,1832.34,1251.75,446.0,High,1
ORD133,CUST54,PROD42,REG14,2023-01-25,4601.6,9,379.53,0.39,1188.35,3251.79,45.85,Medium,4
ORD134,CUST39,PROD9,REG8,2023-05-25,4656.14,1,864.13,0.01,2249.11,863.62,149.91,Low,5
ORD135,CUST50,PROD176,REG1,2023-05-13,4531.99,4,54.49,0.11,453.97,4992.11,101.73,High,5
ORD136,CUST210,PROD28,REG16,2023-12-09,2616.81,8,636.36,0.49,2980.08,1687.31,69.31,Low,6
ORD137,CUST187,PROD138,REG3,2023-09-06,3235.08,5,336.13,0.03,297.63,423.26,308.09,Medium,7
ORD138,CUST141,PROD71,REG10,2023-12-24,2986.13,1,541.83,0.3,2388.25,308.41,163.38,Low,6
ORD139,CUST76,PROD147,REG14,2023-07-19,876.62,5,258.71,0.5,728.1,4804.55,317.27,Low,5
ORD140,CUST182,PROD79,REG13,2023-07-28,3154.9,1,307.15,0.3,1168.15,3273.84,470.55,High,4
ORD141,CUST25,PROD198,REG17,2023-05-30,1663.81,5,688.07,0.03,481.77,2908.97,376.5,High,2
ORD142,CUST224,PROD116,REG14,2023-08-10,740.6,6,315.58,0.06,1151.89,3437.74,453.79,Medium,5
ORD143,CUST23,PROD190,REG10,2023-11-13,1153.51,2,490.72,0.45,124.99,4491.41,42.6,Medium,1
ORD144,CUST110,PROD36,REG12,2023-06-25,1636.94,9,726.28,0.43,2363.97,3722.87,429.12,Low,3
ORD145,CUST162,PROD36,REG2,2023-04-09,4762.11,8,939.95,0.27,1053.99,3012.98,68.41,Low,4
ORD146,CUST104,PROD57,REG1,2023-01-19,4954.76,1,196.83,0.13,1071.94,4037.93,94.66,Medium,2
ORD147,CUST238,PROD54,REG10,2023-08-21,4347.74,2,534.67,0.26,1988.91,709.53,373.82,Low,2
ORD148,CUST164,PROD23,REG13,2023-08-27,2363.12,8,744.22,0.13,2942.14,3610.95,59.99,Low,1
ORD149,CUST251,PROD142,REG5,2023-05-23,2381.52,6,539.13,0.35,1517.83,3296.41,267.25,High,6
ORD150,CUST174,PROD177,REG8,2023-08-26,3847.17,4,787.4,0.3,1230.39,4144.29,71.59,Medium,5
ORD151,CUST265,PROD150,REG12,2023-10-11,582.2,7,747.72,0.39,391.79,1725.81,253.34,Medium,6
ORD152,CUST170,PROD8,REG5,2023-03-03,4970.78,7,770.93,0.24,682.88,4890.13,169.6,High,3
ORD153,CUST235,PROD114,REG17,2023-04-29,3491.85,4,773.84,0.02,983.58,1531.79,143.69,High,1
ORD154,CUST143,PROD123,REG13,2023-10-10,1566.5,2,885.3,0.4,2358.2,866.29,377.85,Low,7
ORD155,CUST236,PROD128,REG9,2023-11-21,4553.36,1,459.82,0.1,2388.51,4345.13,364.46,Medium,7
ORD156,CUST63,PROD128,REG1,2023-07-27,2807.64,8,465.14,0.11,2336.61,1818.18,396.39,High,3
ORD157,CUST159,PROD135,REG2,2023-03-26,517.43,2,155.3,0.27,2040.26,101.93,259.84,High,6
ORD158,CUST166,PROD78,REG16,2023-05-11,630.4,4,243.28,0.41,198.86,4214.88,463.83,High,2
ORD159,CUST98,PROD157,REG12,2023-07-28,255.16,1,276.99,0.47,213.36,4525.51,436.41,Low,3
ORD160,CUST110,PROD44,REG10,2023-06-02,1159.35,2,740.09,0.12,1272.68,4142.49,360.12,High,6
ORD161,CUST296,PROD199,REG18,2023-11-15,351.93,7,165.45,0.45,197.34,903.29,342.61,High,5
ORD162,CUST139,PROD29,REG2,2023-02-02,2600.34,4,725.92,0.46,627.3,4008.17,229.93,Low,6
ORD163,CUST68,PROD7,REG6,2023-07-08,506.41,1,599.98,0.37,94.04,3846.66,150.48,High,3
ORD164,CUST55,PROD182,REG5,2023-04-24,2271.3,1,930.99,0.19,2446.69,1660.09,239.53,Medium,1
ORD165,CUST78,PROD142,REG13,2023-10-28,1257.38,1,728.02,0.27,1037.57,2326.23,439.12,Low,4
ORD166,CUST123,PROD73,REG13,2023-10-04,2842.63,1,701.89,0.07,830.0,4758.07,334.23,Medium,4
ORD167,CUST174,PROD106,REG6,2023-03-27,2250.94,1,85.2,0.29,108.75,960.82,184.45,High,5
ORD168,CUST202,PROD183,REG4,2023-08-08,4203.95,8,511.45,0.29,142.27,3664.62,303.36,Low,1
ORD169,CUST109,PROD90,REG10,2023-08-06,1749.07,4,765.33,0.29,305.91,910.98,304.08,Medium,1
ORD170,CUST124,PROD51,REG18,2023-01-08,1228.14,1,298.89,0.46,1445.62,3156.72,22.4,Medium,4
ORD171,CUST233,PROD177,REG13,2023-05-27,4706.57,6,503.59,0.27,276.34,3779.75,147.02,Low,2
ORD172,CUST152,PROD167,REG19,2023-06-26,2385.18,5,308.75,0.12,1755.64,4052.53,414.9,Medium,3
ORD173,CUST82,PROD186,REG20,2023-10-20,237.97,7,455.7,0.27,2088.54,1612.97,230.81,High,3
ORD174,CUST82,PROD163,REG2,2023-11-15,489.24,9,251.33,0.06,2040.24,2207.17,47.18,High,1
ORD175,CUST33,PROD197,REG10,2023-07-02,2822.3,5,570.04,0.04,116.92,2896.67,258.56,Medium,7
ORD176,CUST31,PROD194,REG16,2023-08-18,1132.78,6,950.14,0.42,2787.11,1493.28,320.28,Medium,6
ORD177,CUST123,PROD52,REG1,2023-04-21,826.35,4,225.72,0.36,159.4,768.71,241.11,Low,6
ORD178,CUST216,PROD25,REG7,2023-09-16,1058.11,9,444.12,0.04,588.32,3658.3,222.27,High,7
ORD179,CUST104,PROD86,REG19,2023-05-12,3749.27,3,771.25,0.28,1822.42,2751.94,294.77,Low,2
ORD180,CUST166,PROD176,REG3,2023-05-04,4750.17,2,149.52,0.26,2304.84,958.49,294.6,High,2
ORD181,CUST195,PROD114,REG7,2023-03-07,733.95,8,913.97,0.25,734.12,1945.22,316.05,Medium,4
ORD182,CUST171,PROD39,REG10,2023-03-18,4410.92,4,400.22,0.02,2416.8,3329.64,339.53,Low,3
ORD183,CUST62,PROD167,REG7,2023-12-25,3588.41,4,332.0,0.48,2864.9,504.35,372.55,Medium,3
ORD184,CUST275,PROD160,REG20,2023-11-28,2828.53,7,580.96,0.46,1503.83,2809.9,184.77,High,1
ORD185,CUST174,PROD79,REG8,2023-02-25,428.39,3,255.59,0.48,1710.23,3849.27,231.26,High,2
ORD186,CUST83,PROD79,REG4,2023-05-05,3959.93,1,813.8,0.27,1190.3,4347.69,272.12,Low,6
ORD187,CUST242,PROD137,REG16,2023-01-20,4080.17,2,884.08,0.06,874.03,2757.07,139.7,Low,3
ORD188,CUST297,PROD165,REG12,2023-11-23,3797.45,1,836.07,0.37,626.02,1355.93,166.97,Low,1
ORD189,CUST296,PROD96,REG2,2023-10-28,2797.4,7,357.72,0.47,1690.3,4642.16,33.63,Low,6
ORD190,CUST281,PROD73,REG10,2023-09-07,3194.86,7,154.58,0.13,2406.37,3326.32,276.62,Low,2
ORD191,CUST169,PROD38,REG13,2023-12-24,2239.65,8,608.76,0.14,2633.23,2939.74,489.1,Medium,2
ORD192,CUST73,PROD123,REG17,2023-11-08,1608.45,5,996.34,0.22,166.04,4595.38,89.02,Medium,5
ORD193,CUST261,PROD35,REG1,2023-08-02,1117.79,8,805.63,0.08,1355.96,530.37,367.32,Medium,4
ORD194,CUST30,PROD40,REG8,2023-08-12,3876.73,4,744.13,0.28,1527.62,587.1,130.71,Medium,4
ORD195,CUST164,PROD148,REG18,2023-09-04,4680.4,1,392.8,0.22,2925.38,3889.93,474.22,Low,4
ORD196,CUST49,PROD196,REG1,2023-12-31,3145.43,9,412.11,0.44,910.93,3362.37,108.71,Medium,3
ORD197,CUST257,PROD160,REG13,2023-07-10,2717.81,7,301.7,0.11,2549.91,1870.82,244.31,Medium,3
ORD198,CUST136,PROD71,REG7,2023-07-24,4428.03,9,306.24,0.08,2558.46,3259.27,193.85,Medium,5
ORD199,CUST266,PROD193,REG6,2023-03-22,319.53,3,656.54,0.25,1213.99,2358.19,449.68,Medium,1
ORD200,CUST25,PROD56,REG13,2023-04-06,1583.11,1,52.19,0.26,1904.96,227.57,31.22,Low,5
ORD201,CUST116,PROD188,REG6,2023-01-13,1974.11,8,605.02,0.2,1274.4,149.79,186.43,High,5
ORD202,CUST297,PROD57,REG6,2023-12-03,252.39,3,460.46,0.12,2743.01,4168.95,490.08,Low,1
ORD203,CUST269,PROD27,REG20,2023-10-02,2647.67,4,390.18,0.27,2682.22,2702.81,32.67,Low,5
ORD204,CUST28,PROD78,REG20,2023-09-22,4708.82,1,723.83,0.48,229.26,4732.42,434.75,Low,3
ORD205,CUST248,PROD159,REG12,2023-09-02,4006.5,4,99.93,0.13,123.61,4700.39,392.01,Medium,4
ORD206,CUST65,PROD104,REG14,2023-07-07,2721.96,1,256.45,0.14,2142.28,4487.12,493.35,Low,7
ORD207,CUST145,PROD181,REG5,2023-08-14,3415.05,2,168.98,0.02,141.87,2427.83,290.9,Medium,4
ORD208,CUST248,PROD89,REG14,2023-08-28,3947.65,2,675.8,0.44,2823.06,2828.58,438.29,High,5
ORD209,CUST188,PROD32,REG12,2023-12-23,1379.36,4,205.92,0.14,2607.61,4344.26,32.59,Medium,1
ORD210,CUST219,PROD84,REG15,2023-03-16,1450.75,6,479.45,0.03,1757.06,505.42,210.85,Medium,3
ORD211,CUST96,PROD172,REG5,2023-11-17,3065.6,2,952.95,0.38,2475.61,329.71,141.52,High,1
ORD212,CUST38,PROD129,REG5,2023-07-25,3403.49,1,792.69,0.46,1870.82,1614.18,90.72,High,4
ORD213,CUST168,PROD52,REG3,2023-12-01,117.71,7,671.22,0.21,1565.35,1324.78,22.75,Medium,7
ORD214,CUST280,PROD11,REG15,2023-10-30,4292.93,8,857.97,0.16,2116.35,3103.21,53.25,Medium,7
ORD215,CUST287,PROD73,REG10,2023-05-10,810.07,8,296.08,0.34,1032.01,2878.65,51.99,Medium,3
ORD216,CUST192,PROD168,REG1,2023-10-19,2610.53,5,780.24,0.1,2261.22,4358.52,381.27,High,2
ORD217,CUST219,PROD105,REG19,2023-09-07,2854.68,1,28.88,0.28,524.97,4539.65,420.23,Low,2
ORD218,CUST45,PROD14,REG11,2023-03-24,135.24,7,874.8,0.25,272.18,3651.65,146.96,Medium,7
ORD219,CUST17,PROD70,REG8,2023-09-20,2201.37,6,255.24,0.29,274.67,2463.09,367.35,High,3
ORD220,CUST188,PROD198,REG8,2023-11-01,2715.34,5,131.85,0.42,93.32,2384.55,122.93,Medium,4
ORD221,CUST91,PROD50,REG5,2023-07-11,3484.46,8,135.09,0.34,2908.62,1740.18,321.15,Medium,6
ORD222,CUST120,PROD12,REG16,2023-09-25,4525.55,7,591.93,0.44,2221.4,424.73,390.27,High,2
ORD223,CUST18,PROD141,REG8,2023-12-04,435.95,2,892.97,0.14,546.16,855.74,390.49,Low,7
ORD224,CUST231,PROD188,REG7,2023-02-28,1487.18,1,101.55,0.12,1037.94,2105.2,380.86,Medium,6
ORD225,CUST49,PROD142,REG17,2023-12-17,2686.87,1,488.65,0.09,1885.96,300.26,341.08,Medium,7
ORD226,CUST263,PROD90,REG18,2023-12-24,1522.15,6,886.46,0.0,2554.93,4791.96,282.65,High,7
ORD227,CUST205,PROD160,REG18,2023-12-22,2158.64,1,957.59,0.33,1850.66,3724.15,331.81,Medium,2
ORD228,CUST251,PROD148,REG11,2023-01-28,4912.06,8,990.87,0.19,1933.18,3994.94,362.46,Medium,2
ORD229,CUST254,PROD154,REG18,2023-04-18,378.97,1,368.3,0.08,614.56,388.29,172.35,High,3
ORD230,CUST195,PROD193,REG16,2023-06-08,4651.67,3,589.47,0.13,2801.04,1701.9,341.94,Low,5
ORD231,CUST244,PROD87,REG12,2023-05-26,3373.09,4,391.08,0.09,1991.75,271.01,355.19,High,5
ORD232,CUST164,PROD67,REG15,2023-02-28,2543.04,5,144.51,0.09,206.31,1080.67,166.73,Low,4
