Date_ID,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Short,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Is_Holiday,Fiscal_Year,Fiscal_Quarter,Month_Year,Year_Month
96,2015-04-06,2015,2,Q2,4,April,Apr,6,0,Monday,15,0,0,2016,2,Apr 2015,201504
97,2015-04-07,2015,2,Q2,4,April,Apr,7,1,Tuesday,15,0,0,2016,2,Apr 2015,201504
98,2015-04-08,2015,2,Q2,4,April,Apr,8,2,Wednesday,15,0,0,2016,2,Apr 2015,201504
99,2015-04-09,2015,2,Q2,4,April,Apr,9,3,Thursday,15,0,0,2016,2,Apr 2015,201504
100,2015-04-10,2015,2,Q2,4,April,Apr,10,4,Friday,15,0,0,2016,2,Apr 2015,201504
101,2015-04-11,2015,2,Q2,4,April,Apr,11,5,Saturday,15,1,0,2016,2,Apr 2015,201504
102,2015-04-12,2015,2,Q2,4,April,Apr,12,6,Sunday,15,1,0,2016,2,Apr 2015,201504
103,2015-04-13,2015,2,Q2,4,April,Apr,13,0,Monday,16,0,0,2016,2,Apr 2015,201504
104,2015-04-14,2015,2,Q2,4,April,Apr,14,1,Tuesday,16,0,0,2016,2,Apr 2015,201504
105,2015-04-15,2015,2,Q2,4,April,Apr,15,2,Wednesday,16,0,0,2016,2,Apr 2015,201504
106,2015-04-16,2015,2,Q2,4,April,Apr,16,3,Thursday,16,0,0,2016,2,Apr 2015,201504
107,2015-04-17,2015,2,Q2,4,April,Apr,17,4,Friday,16,0,0,2016,2,Apr 2015,201504
108,2015-04-18,2015,2,Q2,4,April,Apr,18,5,Saturday,16,1,0,2016,2,Apr 2015,201504
109,2015-04-19,2015,2,Q2,4,April,Apr,19,6,Sunday,16,1,0,2016,2,Apr 2015,201504
110,2015-04-20,2015,2,Q2,4,April,Apr,20,0,Monday,17,0,0,2016,2,Apr 2015,201504
111,2015-04-21,2015,2,Q2,4,April,Apr,21,1,Tuesday,17,0,0,2016,2,Apr 2015,201504
112,2015-04-22,2015,2,Q2,4,April,Apr,22,2,Wednesday,17,0,0,2016,2,Apr 2015,201504
113,2015-04-23,2015,2,Q2,4,April,Apr,23,3,Thursday,17,0,0,2016,2,Apr 2015,201504
114,2015-04-24,2015,2,Q2,4,April,Apr,24,4,Friday,17,0,0,2016,2,Apr 2015,201504
115,2015-04-25,2015,2,Q2,4,April,Apr,25,5,Saturday,17,1,0,2016,2,Apr 2015,201504
116,2015-04-26,2015,2,Q2,4,April,Apr,26,6,Sunday,17,1,0,2016,2,Apr 2015,201504
117,2015-04-27,2015,2,Q2,4,April,Apr,27,0,Monday,18,0,0,2016,2,Apr 2015,201504
118,2015-04-28,2015,2,Q2,4,April,Apr,28,1,Tuesday,18,0,0,2016,2,Apr 2015,201504
119,2015-04-29,2015,2,Q2,4,April,Apr,29,2,Wednesday,18,0,0,2016,2,Apr 2015,201504
120,2015-04-30,2015,2,Q2,4,April,Apr,30,3,Thursday,18,0,0,2016,2,Apr 2015,201504
121,2015-05-01,2015,2,Q2,5,May,May,1,4,Friday,18,0,0,2016,2,May 2015,201505
122,2015-05-02,2015,2,Q2,5,May,May,2,5,Saturday,18,1,0,2016,2,May 2015,201505
123,2015-05-03,2015,2,Q2,5,May,May,3,6,Sunday,18,1,0,2016,2,May 2015,201505
124,2015-05-04,2015,2,Q2,5,May,May,4,0,Monday,19,0,0,2016,2,May 2015,201505
125,2015-05-05,2015,2,Q2,5,May,May,5,1,Tuesday,19,0,0,2016,2,May 2015,201505
126,2015-05-06,2015,2,Q2,5,May,May,6,2,Wednesday,19,0,0,2016,2,May 2015,201505
127,2015-05-07,2015,2,Q2,5,May,May,7,3,Thursday,19,0,0,2016,2,May 2015,201505
128,2015-05-08,2015,2,Q2,5,May,May,8,4,Friday,19,0,0,2016,2,May 2015,201505
129,2015-05-09,2015,2,Q2,5,May,May,9,5,Saturday,19,1,0,2016,2,May 2015,201505
130,2015-05-10,2015,2,Q2,5,May,May,10,6,Sunday,19,1,0,2016,2,May 2015,201505
131,2015-05-11,2015,2,Q2,5,May,May,11,0,Monday,20,0,0,2016,2,May 2015,201505
132,2015-05-12,2015,2,Q2,5,May,May,12,1,Tuesday,20,0,0,2016,2,May 2015,201505
133,2015-05-13,2015,2,Q2,5,May,May,13,2,Wednesday,20,0,0,2016,2,May 2015,201505
134,2015-05-14,2015,2,Q2,5,May,May,14,3,Thursday,20,0,0,2016,2,May 2015,201505
135,2015-05-15,2015,2,Q2,5,May,May,15,4,Friday,20,0,0,2016,2,May 2015,201505
136,2015-05-16,2015,2,Q2,5,May,May,16,5,Saturday,20,1,0,2016,2,May 2015,201505
137,2015-05-17,2015,2,Q2,5,May,May,17,6,Sunday,20,1,0,2016,2,May 2015,201505
138,2015-05-18,2015,2,Q2,5,May,May,18,0,Monday,21,0,0,2016,2,May 2015,201505
139,2015-05-19,2015,2,Q2,5,May,May,19,1,Tuesday,21,0,0,2016,2,May 2015,201505
140,2015-05-20,2015,2,Q2,5,May,May,20,2,Wednesday,21,0,1,2016,2,May 2015,201505
141,2015-05-21,2015,2,Q2,5,May,May,21,3,Thursday,21,0,1,2016,2,May 2015,201505
142,2015-05-22,2015,2,Q2,5,May,May,22,4,Friday,21,0,0,2016,2,May 2015,201505
143,2015-05-23,2015,2,Q2,5,May,May,23,5,Saturday,21,1,0,2016,2,May 2015,201505
144,2015-05-24,2015,2,Q2,5,May,May,24,6,Sunday,21,1,0,2016,2,May 2015,201505
145,2015-05-25,2015,2,Q2,5,May,May,25,0,Monday,22,0,0,2016,2,May 2015,201505
146,2015-05-26,2015,2,Q2,5,May,May,26,1,Tuesday,22,0,0,2016,2,May 2015,201505
147,2015-05-27,2015,2,Q2,5,May,May,27,2,Wednesday,22,0,0,2016,2,May 2015,201505
148,2015-05-28,2015,2,Q2,5,May,May,28,3,Thursday,22,0,0,2016,2,May 2015,201505
149,2015-05-29,2015,2,Q2,5,May,May,29,4,Friday,22,0,0,2016,2,May 2015,201505
150,2015-05-30,2015,2,Q2,5,May,May,30,5,Saturday,22,1,0,2016,2,May 2015,201505
151,2015-05-31,2015,2,Q2,5,May,May,31,6,Sunday,22,1,0,2016,2,May 2015,201505
152,2015-06-01,2015,2,Q2,6,June,Jun,1,0,Monday,23,0,0,2016,2,Jun 2015,201506
153,2015-06-02,2015,2,Q2,6,June,Jun,2,1,Tuesday,23,0,0,2016,2,Jun 2015,201506
154,2015-06-03,2015,2,Q2,6,June,Jun,3,2,Wednesday,23,0,0,2016,2,Jun 2015,201506
155,2015-06-04,2015,2,Q2,6,June,Jun,4,3,Thursday,23,0,1,2016,2,Jun 2015,201506
156,2015-06-05,2015,2,Q2,6,June,Jun,5,4,Friday,23,0,0,2016,2,Jun 2015,201506
157,2015-06-06,2015,2,Q2,6,June,Jun,6,5,Saturday,23,1,0,2016,2,Jun 2015,201506
158,2015-06-07,2015,2,Q2,6,June,Jun,7,6,Sunday,23,1,0,2016,2,Jun 2015,201506
159,2015-06-08,2015,2,Q2,6,June,Jun,8,0,Monday,24,0,0,2016,2,Jun 2015,201506
160,2015-06-09,2015,2,Q2,6,June,Jun,9,1,Tuesday,24,0,0,2016,2,Jun 2015,201506
161,2015-06-10,2015,2,Q2,6,June,Jun,10,2,Wednesday,24,0,0,2016,2,Jun 2015,201506
162,2015-06-11,2015,2,Q2,6,June,Jun,11,3,Thursday,24,0,0,2016,2,Jun 2015,201506
163,2015-06-12,2015,2,Q2,6,June,Jun,12,4,Friday,24,0,0,2016,2,Jun 2015,201506
164,2015-06-13,2015,2,Q2,6,June,Jun,13,5,Saturday,24,1,0,2016,2,Jun 2015,201506
165,2015-06-14,2015,2,Q2,6,June,Jun,14,6,Sunday,24,1,0,2016,2,Jun 2015,201506
166,2015-06-15,2015,2,Q2,6,June,Jun,15,0,Monday,25,0,0,2016,2,Jun 2015,201506
167,2015-06-16,2015,2,Q2,6,June,Jun,16,1,Tuesday,25,0,0,2016,2,Jun 2015,201506
168,2015-06-17,2015,2,Q2,6,June,Jun,17,2,Wednesday,25,0,0,2016,2,Jun 2015,201506
169,2015-06-18,2015,2,Q2,6,June,Jun,18,3,Thursday,25,0,0,2016,2,Jun 2015,201506
170,2015-06-19,2015,2,Q2,6,June,Jun,19,4,Friday,25,0,0,2016,2,Jun 2015,201506
171,2015-06-20,2015,2,Q2,6,June,Jun,20,5,Saturday,25,1,0,2016,2,Jun 2015,201506
172,2015-06-21,2015,2,Q2,6,June,Jun,21,6,Sunday,25,1,0,2016,2,Jun 2015,201506
173,2015-06-22,2015,2,Q2,6,June,Jun,22,0,Monday,26,0,0,2016,2,Jun 2015,201506
174,2015-06-23,2015,2,Q2,6,June,Jun,23,1,Tuesday,26,0,0,2016,2,Jun 2015,201506
175,2015-06-24,2015,2,Q2,6,June,Jun,24,2,Wednesday,26,0,0,2016,2,Jun 2015,201506
176,2015-06-25,2015,2,Q2,6,June,Jun,25,3,Thursday,26,0,0,2016,2,Jun 2015,201506
177,2015-06-26,2015,2,Q2,6,June,Jun,26,4,Friday,26,0,0,2016,2,Jun 2015,201506
178,2015-06-27,2015,2,Q2,6,June,Jun,27,5,Saturday,26,1,0,2016,2,Jun 2015,201506
179,2015-06-28,2015,2,Q2,6,June,Jun,28,6,Sunday,26,1,0,2016,2,Jun 2015,201506
180,2015-06-29,2015,2,Q2,6,June,Jun,29,0,Monday,27,0,0,2016,2,Jun 2015,201506
181,2015-06-30,2015,2,Q2,6,June,Jun,30,1,Tuesday,27,0,0,2016,2,Jun 2015,201506
182,2015-07-01,2015,3,Q3,7,July,Jul,1,2,Wednesday,27,0,0,2016,3,Jul 2015,201507
183,2015-07-02,2015,3,Q3,7,July,Jul,2,3,Thursday,27,0,0,2016,3,Jul 2015,201507
184,2015-07-03,2015,3,Q3,7,July,Jul,3,4,Friday,27,0,0,2016,3,Jul 2015,201507
185,2015-07-04,2015,3,Q3,7,July,Jul,4,5,Saturday,27,1,0,2016,3,Jul 2015,201507
186,2015-07-05,2015,3,Q3,7,July,Jul,5,6,Sunday,27,1,0,2016,3,Jul 2015,201507
187,2015-07-06,2015,3,Q3,7,July,Jul,6,0,Monday,28,0,0,2016,3,Jul 2015,201507
188,2015-07-07,2015,3,Q3,7,July,Jul,7,1,Tuesday,28,0,0,2016,3,Jul 2015,201507
189,2015-07-08,2015,3,Q3,7,July,Jul,8,2,Wednesday,28,0,0,2016,3,Jul 2015,201507
190,2015-07-09,2015,3,Q3,7,July,Jul,9,3,Thursday,28,0,0,2016,3,Jul 2015,201507
191,2015-07-10,2015,3,Q3,7,July,Jul,10,4,Friday,28,0,0,2016,3,Jul 2015,201507
192,2015-07-11,2015,3,Q3,7,July,Jul,11,5,Saturday,28,1,0,2016,3,Jul 2015,201507
193,2015-07-12,2015,3,Q3,7,July,Jul,12,6,Sunday,28,1,0,2016,3,Jul 2015,201507
194,2015-07-13,2015,3,Q3,7,July,Jul,13,0,Monday,29,0,0,2016,3,Jul 2015,201507
195,2015-07-14,2015,3,Q3,7,July,Jul,14,1,Tuesday,29,0,0,2016,3,Jul 2015,201507
196,2015-07-15,2015,3,Q3,7,July,Jul,15,2,Wednesday,29,0,0,2016,3,Jul 2015,201507
197,2015-07-16,2015,3,Q3,7,July,Jul,16,3,Thursday,29,0,0,2016,3,Jul 2015,201507
198,2015-07-17,2015,3,Q3,7,July,Jul,17,4,Friday,29,0,0,2016,3,Jul 2015,201507
199,2015-07-18,2015,3,Q3,7,July,Jul,18,5,Saturday,29,1,0,2016,3,Jul 2015,201507
200,2015-07-19,2015,3,Q3,7,July,Jul,19,6,Sunday,29,1,0,2016,3,Jul 2015,201507
201,2015-07-20,2015,3,Q3,7,July,Jul,20,0,Monday,30,0,0,2016,3,Jul 2015,201507
202,2015-07-21,2015,3,Q3,7,July,Jul,21,1,Tuesday,30,0,0,2016,3,Jul 2015,201507
203,2015-07-22,2015,3,Q3,7,July,Jul,22,2,Wednesday,30,0,0,2016,3,Jul 2015,201507
204,2015-07-23,2015,3,Q3,7,July,Jul,23,3,Thursday,30,0,0,2016,3,Jul 2015,201507
205,2015-07-24,2015,3,Q3,7,July,Jul,24,4,Friday,30,0,0,2016,3,Jul 2015,201507
206,2015-07-25,2015,3,Q3,7,July,Jul,25,5,Saturday,30,1,0,2016,3,Jul 2015,201507
207,2015-07-26,2015,3,Q3,7,July,Jul,26,6,Sunday,30,1,0,2016,3,Jul 2015,201507
208,2015-07-27,2015,3,Q3,7,July,Jul,27,0,Monday,31,0,0,2016,3,Jul 2015,201507
209,2015-07-28,2015,3,Q3,7,July,Jul,28,1,Tuesday,31,0,0,2016,3,Jul 2015,201507
210,2015-07-29,2015,3,Q3,7,July,Jul,29,2,Wednesday,31,0,0,2016,3,Jul 2015,201507
211,2015-07-30,2015,3,Q3,7,July,Jul,30,3,Thursday,31,0,0,2016,3,Jul 2015,201507
212,2015-07-31,2015,3,Q3,7,July,Jul,31,4,Friday,31,0,0,2016,3,Jul 2015,201507
213,2015-08-01,2015,3,Q3,8,August,Aug,1,5,Saturday,31,1,0,2016,3,Aug 2015,201508
214,2015-08-02,2015,3,Q3,8,August,Aug,2,6,Sunday,31,1,0,2016,3,Aug 2015,201508
215,2015-08-03,2015,3,Q3,8,August,Aug,3,0,Monday,32,0,0,2016,3,Aug 2015,201508
216,2015-08-04,2015,3,Q3,8,August,Aug,4,1,Tuesday,32,0,0,2016,3,Aug 2015,201508
217,2015-08-05,2015,3,Q3,8,August,Aug,5,2,Wednesday,32,0,0,2016,3,Aug 2015,201508
218,2015-08-06,2015,3,Q3,8,August,Aug,6,3,Thursday,32,0,0,2016,3,Aug 2015,201508
219,2015-08-07,2015,3,Q3,8,August,Aug,7,4,Friday,32,0,0,2016,3,Aug 2015,201508
220,2015-08-08,2015,3,Q3,8,August,Aug,8,5,Saturday,32,1,0,2016,3,Aug 2015,201508
221,2015-08-09,2015,3,Q3,8,August,Aug,9,6,Sunday,32,1,0,2016,3,Aug 2015,201508
222,2015-08-10,2015,3,Q3,8,August,Aug,10,0,Monday,33,0,0,2016,3,Aug 2015,201508
223,2015-08-11,2015,3,Q3,8,August,Aug,11,1,Tuesday,33,0,0,2016,3,Aug 2015,201508
224,2015-08-12,2015,3,Q3,8,August,Aug,12,2,Wednesday,33,0,0,2016,3,Aug 2015,201508
225,2015-08-13,2015,3,Q3,8,August,Aug,13,3,Thursday,33,0,0,2016,3,Aug 2015,201508
226,2015-08-14,2015,3,Q3,8,August,Aug,14,4,Friday,33,0,0,2016,3,Aug 2015,201508
227,2015-08-15,2015,3,Q3,8,August,Aug,15,5,Saturday,33,1,1,2016,3,Aug 2015,201508
228,2015-08-16,2015,3,Q3,8,August,Aug,16,6,Sunday,33,1,0,2016,3,Aug 2015,201508
229,2015-08-17,2015,3,Q3,8,August,Aug,17,0,Monday,34,0,0,2016,3,Aug 2015,201508
230,2015-08-18,2015,3,Q3,8,August,Aug,18,1,Tuesday,34,0,0,2016,3,Aug 2015,201508
231,2015-08-19,2015,3,Q3,8,August,Aug,19,2,Wednesday,34,0,0,2016,3,Aug 2015,201508
232,2015-08-20,2015,3,Q3,8,August,Aug,20,3,Thursday,34,0,0,2016,3,Aug 2015,201508
233,2015-08-21,2015,3,Q3,8,August,Aug,21,4,Friday,34,0,0,2016,3,Aug 2015,201508
234,2015-08-22,2015,3,Q3,8,August,Aug,22,5,Saturday,34,1,0,2016,3,Aug 2015,201508
235,2015-08-23,2015,3,Q3,8,August,Aug,23,6,Sunday,34,1,0,2016,3,Aug 2015,201508
236,2015-08-24,2015,3,Q3,8,August,Aug,24,0,Monday,35,0,0,2016,3,Aug 2015,201508
237,2015-08-25,2015,3,Q3,8,August,Aug,25,1,Tuesday,35,0,0,2016,3,Aug 2015,201508
238,2015-08-26,2015,3,Q3,8,August,Aug,26,2,Wednesday,35,0,0,2016,3,Aug 2015,201508
239,2015-08-27,2015,3,Q3,8,August,Aug,27,3,Thursday,35,0,0,2016,3,Aug 2015,201508
240,2015-08-28,2015,3,Q3,8,August,Aug,28,4,Friday,35,0,0,2016,3,Aug 2015,201508
241,2015-08-29,2015,3,Q3,8,August,Aug,29,5,Saturday,35,1,0,2016,3,Aug 2015,201508
242,2015-08-30,2015,3,Q3,8,August,Aug,30,6,Sunday,35,1,1,2016,3,Aug 2015,201508
243,2015-08-31,2015,3,Q3,8,August,Aug,31,0,Monday,36,0,0,2016,3,Aug 2015,201508
244,2015-09-01,2015,3,Q3,9,September,Sep,1,1,Tuesday,36,0,0,2016,3,Sep 2015,201509
245,2015-09-02,2015,3,Q3,9,September,Sep,2,2,Wednesday,36,0,0,2016,3,Sep 2015,201509
246,2015-09-03,2015,3,Q3,9,September,Sep,3,3,Thursday,36,0,0,2016,3,Sep 2015,201509
247,2015-09-04,2015,3,Q3,9,September,Sep,4,4,Friday,36,0,0,2016,3,Sep 2015,201509
248,2015-09-05,2015,3,Q3,9,September,Sep,5,5,Saturday,36,1,1,2016,3,Sep 2015,201509
